X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X91,X94,X95,X96,X97,X98,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X136,X137,X138,X139,X140,X141,X142,X143,fiscal_year,X742,X736
Canadian Race Relations Foundation,2,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.04,2600
Canadian Radio-television and Telecommunications Commission,36,21,57,51,6,2,4,5,9,12,4,7,1,0,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,13,3,0,0,0,2016-2017,2.93,198026
Canadian Security Intelligence Service,491,52,543,457,86,221,42,21,1,174,32,45,63,4,9,10,0,47,30,1,236,11,8,128,69,145,2,30,1,1,32,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,0,0,0,2016-2017,7,1148072
Canadian Space Agency,53,4,57,55,2,13,2,12,2,19,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0,2,2,0,0,0,2016-2017,1.3,111642
Canadian Transportation Agency,29,0,29,25,4,2,2,16,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,2,0,0,0,2016-2017,0.7,55368
Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,11,7,18,14,4,1,1,2,1,4,2,0,0,0,1,1,0,0,0,0,0,4,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.49,39271
Communication Security Establishment Canada,144,42,186,138,48,81,6,0,1,55,1,11,20,1,0,0,0,0,41,95,0,1,0,1,2,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,2,1,7,0,7,5,0,0,0,2016-2017,5.75,464958
Copyright Board Canada,70,0,70,29,41,0,0,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-2017,0.3,105000
Correctional Service of Canada,582,252,834,508,326,128,15,44,14,377,4,127,3,0,14,8,0,0,3,0,0,19,10,1,2,2,71,0,0,0,10,0,0,0,2,71,0,0,0,0,0,1,18,0,16,2,0,0,0,2016-2017,7,564163
Defence Construction Canada,38,10,48,35,13,7,1,25,2,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,8,0,8,2,0,0,0,2016-2017,3,136757
Department of Finance Canada,839,180,1019,780,239,284,15,149,54,112,225,14,25,14,38,5,1,66,31,5,0,0,0,0,3,6,0,4,0,2,248,0,0,0,0,0,0,0,0,0,0,6,106,1,71,31,0,0,0,2016-2017,15,1050039
Department of Justice Canada,676,106,782,652,130,127,38,111,26,213,161,51,10,3,9,0,0,56,1,0,0,3,0,2,4,1,0,3,1,0,4,0,1,3,0,0,0,0,0,0,0,0,5,0,20,1,0,0,0,2016-2017,18.19,1676811
Destination Canada,9,0,9,9,0,0,2,0,2,3,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-2017,0.1,16000
Canada Economic Development for Québec Regions,41,4,45,45,0,8,3,6,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,0,0,2016-2017,1.31,100742
Elections Canada,92,13,105,84,21,8,6,12,6,21,39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,1,0,13,0,0,0,0,2016-2017,2.42,180794
Employment and Social Development Canada,2268,379,2647,2276,371,670,22,438,113,580,445,226,7,0,10,0,0,20,22,22,0,1,1,0,14,46,0,201,0,0,6,0,0,0,0,0,0,0,0,0,0,3,119,0,96,11,0,0,0,2016-2017,21.06,1753395
Environment and Climate Change Canada,1720,281,2001,1529,472,155,17,1184,72,168,124,100,9,5,15,1,0,29,0,0,0,1,0,0,1,17,0,24,0,0,15,0,0,0,0,0,0,0,0,0,1,0,81,0,66,3,0,0,0,2016-2017,16.35,1221294
Exinvest Inc,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.01,1459
Export Development Canada,19,0,19,18,1,2,1,3,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017,1.58,169668
Farm Credit Canada,9,1,10,9,1,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.5,25000
Farm Products Council of Canada,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.05,3437
Federal Bridge Corporation Limited,8,1,9,9,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016-2017,2,0
Federal Economic Development Agency for Southern Ontario,53,13,66,61,5,5,3,18,6,18,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,14,4,0,0,0,2016-2017,4.61,172759
Federal Public Service Health Care Plan Administration Authority,5,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,1,601
Financial Consumer Agency of Canada,6,1,7,7,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017,0.68,49500
Financial Transactions and Reports Analysis Centre of Canada,95,20,115,96,19,50,4,30,4,7,0,6,7,2,0,0,0,0,10,1,6,0,0,0,1,47,0,3,6,0,20,0,0,0,0,0,0,0,0,0,0,3,21,0,27,0,0,0,0,2016-2017,2,177500
First Nations Financial Management Board,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,10000
First Nations Tax Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.22,29117
Fisheries and Oceans Canada,504,76,580,477,103,58,14,148,50,164,70,27,8,3,6,4,0,23,1,0,0,0,2,0,5,11,0,11,0,0,69,0,0,0,0,0,0,0,0,0,0,0,74,0,100,17,0,0,0,2016-2017,23.66,2113201
Freshwater Fish Marketing Corporation,3,6,9,4,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-2017,1,140067
Global Affairs Canada,1233,332,1565,1268,297,624,97,141,82,289,0,101,195,55,23,0,0,16,584,21,100,1,0,2,3,9,0,33,0,1,60,0,2,0,1,0,0,0,0,0,0,7,171,0,204,24,0,0,0,2016-2017,48.84,3928303
Great Lakes Pilotage Authority,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.28,20300
Gwich'in Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Gwich'in Land Use Planning Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Halifax Port Authority,7,0,7,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016-2017,3,6400
Hamilton Port Authority,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2016-2017,0.03,4125
Health Canada,1959,1047,3006,1388,1618,288,47,1029,112,299,184,285,15,11,6,0,0,8,21,0,0,6,3,0,1,8,0,3,0,0,42,0,1,0,1,0,1,0,0,0,0,7,132,0,121,24,0,0,0,2016-2017,53.29,5078121
Historic Sites and Monuments Board of Canada,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016-2017,0.3,21499
Immigration and Refugee Board,230,9,239,195,44,15,15,167,6,27,0,8,0,0,0,0,0,0,0,0,0,9,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2016-2017,2.15,178000
Immigration Refugees and Citizenship Canada,50728,5242,55970,48733,7237,304,1595,28330,2380,16223,1896,3070,2138,25,32,18,0,0,862,766,7945,5,3,2,81,19941,2,258,3,1,23,0,0,3,13,0,1,0,0,0,0,7,61,0,24,6,1,0,0,2016-2017,48.35,3367366
Indigenous and Northern Affairs Canada,732,138,870,708,162,212,58,136,64,240,22,37,8,0,17,2,0,0,0,3,0,1,0,0,4,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102,0,77,59,0,0,0,2016-2017,13.2,524056
Innovation Science and Economic Development Canada,1476,118,1594,1371,223,364,95,395,145,133,344,67,10,0,8,1,0,0,0,46,0,0,0,0,4,5,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,101,0,132,0,0,0,0,2016-2017,13.23,1089570
International Development Research Centre,8,0,8,8,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2016-2017,0.5,10000
Jacques Cartier and Champlain Bridges Incorporated,6,0,6,6,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,2016-2017,0.2,17247
Laurentian Pilotage Authority Canada,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.08,9810
Library and Archives of Canada,1125,102,1227,986,241,55,559,38,19,85,369,75,40,7,32,27,0,47,2,1,1,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,15,0,10,1,0,0,0,2016-2017,22,1521861
Mackenzie Valley Environmental Impact Review Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,1,538
Mackenzie Valley Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Marine Atlantic Inc,12,0,12,11,1,0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2016-2017,0.9,146750
Military Grievances External Review Committee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,1,3231
Military Police Complaints Commission,16,8,24,24,0,0,0,12,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2016-2017,0.8,40233
Montreal Port Authority,12,0,12,10,2,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2016-2017,0.2,38000
Nanaimo Port Authority,3,3,6,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2016-2017,1,32750
National Arts Centre,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.1,14375
National Capital Commission,96,21,117,102,15,36,2,1,9,43,5,4,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,23,0,4,1,0,0,0,2016-2017,2.62,306482
National Defence,2838,673,3511,2232,1279,1177,73,144,128,1132,184,666,86,15,3,0,0,0,155,330,4,2,1,1,7,16,0,72,0,0,19,4,25,7,16,0,90,4,0,0,0,10,68,75,75,9,96,0,0,2016-2017,38.38,3224466
National Energy Board,198,9,207,160,47,147,0,12,7,32,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,0,0,2016-2017,2.8,315404
National Film Board of Canada,19,2,21,20,1,0,6,0,2,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2016-2017,0.6,32740
National Gallery of Canada,7,1,8,5,3,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2016-2017,0.18,37577
National Research Council of Canada,45,4,49,41,8,10,2,16,1,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,7,1,0,0,0,2016-2017,1.45,229538
Natural Resources Canada,647,102,749,633,116,212,17,122,54,183,59,44,11,1,17,0,3,4,93,3,2,0,0,0,0,4,0,76,0,0,5,0,1,0,4,0,1,0,0,0,0,1,116,0,77,21,0,0,0,2016-2017,14.26,1464758
Natural Sciences and Engineering Research Council of Canada,36,2,38,20,18,0,6,18,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,12,1,0,0,0,2016-2017,1.52,155425
Northern Pipeline Agency Canada,5,0,5,5,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017,0.08,1000
Nunavut Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.01,1012
Office of Infrastructure of Canada,178,68,246,211,35,123,0,27,5,10,13,11,0,0,19,12,1,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,16,0,21,15,0,0,0,2016-2017,5.97,471098
Office of the Administrator of the Ship-source Oil Pollution Fund,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,2.25,32440
Office of the Auditor General of Canada,7,1,8,7,1,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,1.25,113182
Office of the Commissioner of Lobbying,8,0,8,8,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016-2017,0.25,6425
Office of the Commissioner of Official Languages,19,2,21,20,1,3,0,10,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016-2017,0.35,35500
Office of the Correctional Investigator of Canada,21,1,22,22,0,2,0,3,2,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2016-2017,0.5,25965
Office of the Information Commissioner of Canada,85,1,86,85,1,15,0,15,2,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,3,0,4,0,0,0,0,2016-2017,0.96,153911
Office of the Ombudsman for the Department of National Defence and the Canadian Forces,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.06,4418
Office of the Privacy Commissioner of Canada,100,4,104,90,14,38,0,17,4,38,3,15,0,0,0,0,0,3,0,0,2,0,1,0,5,3,0,4,0,0,2,0,0,0,0,19,0,0,0,0,0,1,4,0,8,1,0,0,0,2016-2017,2,180426
Office of the Public Sector Integrity Commissioner of Canada,8,16,24,24,0,1,0,1,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2016-2017,0.75,37100
Office of the Superintendent of Financial Institutions Canada,63,6,69,61,8,11,2,31,0,19,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,16,1,0,0,0,2016-2017,1.25,219259
Old Port of Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Oshawa Port Authority,2,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.2,31903
Pacific Pilotage Authority Canada,8,0,8,8,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.19,13000
Parc Downsview Park Inc.,9,0,9,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,1.2,81000
Parks Canada Agency,288,83,371,265,106,97,11,105,23,52,0,12,15,2,6,4,4,9,1,0,0,3,1,0,2,2,0,21,0,1,6,0,0,0,2,0,1,0,0,0,0,0,65,0,16,10,0,0,0,2016-2017,11,867745
Parole Board of Canada,35,6,41,39,2,7,0,11,9,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017,0.7,49710
Patented Medicine Prices Review Board,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Pierre Eliott Trudeau Foundation,18,0,18,17,1,7,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017,0.31,54795
Polar Knowledge Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Port Alberni Port Authority,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.5,29427
Port Metro Vancouver,10,1,11,8,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,0,0,2016-2017,1.1,45000
PPP Canada Inc.,5,1,6,5,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2016-2017,0.5,55335
Prince Rupert Port Authority,6,0,6,6,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2016-2017,0.02,2000
Privy Council Office,879,189,1068,827,241,387,71,81,56,284,0,57,11,2,7,0,0,196,1,1,0,1,0,2,1,5,0,196,1,0,6,0,0,0,1,0,0,1,0,0,1,1,51,0,78,6,0,0,0,2016-2017,21.46,1740664
Public Health Agency of Canada,133,36,169,131,38,31,2,44,5,33,18,20,10,6,4,0,0,10,2,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,0,0,2,6,4,8,1,0,0,0,2016-2017,5,479275
Public Prosecution Service of Canada,45,2,47,35,12,3,1,7,3,31,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-2017,2.55,184159
Public Safety Canada,417,41,458,368,90,229,38,40,7,62,41,22,30,6,21,6,1,2,48,20,88,17,10,20,28,38,0,17,1,1,46,0,0,0,0,0,0,0,0,0,0,3,26,3,22,6,0,0,0,2016-2017,13.22,1035601
Public Sector Pension Investment Board,4,1,5,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,2016-2017,0.78,55787
Public Service Commission of Canada,126,12,138,128,10,14,1,25,6,71,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,11,0,0,0,0,2016-2017,1.22,134561
Public Services and Procurement Canada,1295,196,1491,1163,328,483,14,340,43,360,55,183,8,1,2,9,0,0,5,7,0,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,1,265,0,232,22,0,0,0,2016-2017,35.5,2495063
Quebec Port Authority,11,0,11,11,0,0,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,2016-2017,0,0
RCMH-MRCF Inc. (Royal Canadian Mint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Revera Inc. (Public Sector Pension Investment Board),3,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.05,12000
Ridley Terminals Inc.,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.2,34000
Royal Canadian Mint,23,2,25,19,6,7,2,0,1,6,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,0,2016-2017,1.53,152681
Royal Canadian Mounted Police,4826,224,5050,3858,1192,516,150,586,162,3068,344,660,31,9,279,87,1,26,0,1,0,1081,766,5,90,111,2,234,4,1,3,0,4,1,3,0,0,1,0,0,0,13,11,0,34,29,0,0,0,2016-2017,30.59,2384266
Royal Canadian Mounted Police External Review Committee,6,3,9,9,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.1,10000
Saguenay Port Authority,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2016-2017,0.01,1000
Sahtu Land and Water Board,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Sahtu Land Use Planning Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0,0
Saint John Port Authority,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,0.13,10790
Seaway International Bridge Corporation,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017,2,0
Security Intelligence Review Committee,10,5,15,13,2,4,1,4,0,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,2016-2017,0.39,26829
Sept-Îles Port Authority,2,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2016-2017,0.25,0
Shared Services Canada,278,30,308,285,23,50,7,87,8,67,59,12,0,0,0,0,0,0,2,8,1,0,0,0,0,5,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,36,1,83,13,0,0,0,2016-2017,14.53,1227985
